web_scraper_order,web_scraper_start_url,containers,area,price,address,image_link
"1765216317-386","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-thies-3305091"
"1765216317-387","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-thies-3305030"
"1765216317-388","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-hlm-3304878"
"1765216317-389","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-diass-3304458"
"1765216317-390","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-thies-3304081"
"1765216317-391","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-120-m-touba-oumoul-khoura-3304013"
"1765216317-392","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrain-nu-377-m2-kayar-3303731"
"1765216317-393","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-mboro-3303713"
"1765216317-394","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300m-saly-mbour-3303546"
"1765216317-395","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-3600-m2-thies-3302515"
"1765216317-396","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-180-m-diamniadio-3302442"
"1765216317-397","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-ouest-foire-3302293"
"1765216317-398","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-200-m-tivaoune-peulh-3301733"
"1765216317-399","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-sebikotane-3301727"
"1765216317-400","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-mbao-3301334"
"1765216317-401","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-thies-3301099"
"1765216317-402","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-3301014"
"1765216317-403","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrain-3600-m2-ndiassane-3300866"
"1765216317-404","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-zac-mbao-3300402"
"1765216317-405","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-209-m-guediawaye-3300309"
"1765216317-406","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-200-m-guediawaye-3300295"
"1765216317-407","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/parcelle-150-m2-bambilor-3299715"
"1765216317-408","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-diamniadio-3299713"
"1765216317-409","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambilor-150m-3299624"
"1765216317-410","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrain-ndayane-3297133"
"1765216317-411","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-a-dakar-et-environ-3295950"
"1765216317-412","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrain-almadies-2-3295423"
"1765216317-413","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-151m-keur-massar-3295129"
"1765216317-414","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-500m-dianatou-3295005"
"1765216317-415","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-180-m2-thies-3294075"
"1765216317-416","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-rufisque-3293906"
"1765216317-417","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrain-5-ha-malicounda-3292605"
"1765216317-418","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrain-malicouda-3292592"
"1765216317-419","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-30-hectares-kayar-3292297"
"1765216317-420","https://sn.coinafrique.com/categorie/terrains?page=98","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-735-m2-thies-3291438"
"1765216333-421","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-735-m2-thies-3291438","735","3 000 000 CFA","Thies, Sénégal",""
"1765216338-422","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-30-hectares-kayar-3292297","150 m2","5 000 000 CFA","Dakar, Sénégal",""
"1765216341-423","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-malicouda-3292592","150 m2","Prix sur demande","Dakar, Sénégal",""
"1765216344-424","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-5-ha-malicounda-3292605","5000 m2","8 000 000 CFA","Dakar, Sénégal",""
"1765216347-425","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-rufisque-3293906","150","5 000 000 CFA","Rufisque, Sénégal",""
"1765216349-426","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-180-m2-thies-3294075","180","3 000 000 CFA","Thies, Sénégal",""
"1765216352-427","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-500m-dianatou-3295005","","10 000 000 CFA","Mbour, Sénégal",""
"1765216355-428","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-151m-keur-massar-3295129","151","9 000 000 CFA","Keur Massar, Sénégal",""
"1765216358-429","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-almadies-2-3295423","150 m2","14 500 000 CFA","Rufisque, Sénégal",""
"1765216361-430","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-a-dakar-et-environ-3295950","200 m2","80 000 000 CFA","Dakar, Sénégal",""
"1765216364-431","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-ndayane-3297133","300 m2","Prix sur demande","Toubab Dialao, Sénégal",""
"1765216367-432","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambilor-150m-3299624","150","Prix sur demande","Yoff, Dakar, Sénégal",""
"1765216370-433","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-diamniadio-3299713","150","3 500 000 CFA","Diamniadio, Sénégal",""
"1765216372-434","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/parcelle-150-m2-bambilor-3299715","150 m2","Prix sur demande","Yoff, Dakar, Sénégal",""
"1765216375-435","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-200-m-guediawaye-3300295","200","30 000 000 CFA","Guediawaye, Dakar, Sénégal",""
"1765216378-436","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-209-m-guediawaye-3300309","209","25 000 000 CFA","Guediawaye, Dakar, Sénégal",""
"1765216381-437","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-zac-mbao-3300402","150 m2","Prix sur demande","Yoff, Dakar, Sénégal",""
"1765216384-438","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-3600-m2-ndiassane-3300866","3600","50 000 000 CFA","Thies, Sénégal",""
"1765216386-439","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-3301014","150 m2","8 000 000 CFA","Keur Massar, Sénégal",""
"1765216389-440","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-thies-3301099","225","3 000 000 CFA","Thies, Sénégal",""
"1765216392-441","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-mbao-3301334","150","9 000 000 CFA","Mbao, Dakar, Sénégal",""
"1765216395-442","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-sebikotane-3301727","300 m2","5 000 000 CFA","Dakar, Sénégal",""
"1765216398-443","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-200-m-tivaoune-peulh-3301733","","12 000 000 CFA","Thies, Sénégal",""
"1765216402-444","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-ouest-foire-3302293","150","52 500 000 CFA","Ouest Foire, Dakar, Sénégal",""
"1765216405-445","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-180-m-diamniadio-3302442","180 m2","8 000 000 CFA","Dakar, Sénégal",""
"1765216409-446","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-3600-m2-thies-3302515","3600","43 000 000 CFA","Thies, Sénégal",""
"1765216412-447","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300m-saly-mbour-3303546","300 m2","10 000 000 CFA","Dakar, Sénégal",""
"1765216415-448","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-mboro-3303713","225","1 500 000 CFA","Mboro, Sénégal",""
"1765216417-449","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-nu-377-m2-kayar-3303731","","3 500 000 CFA","Thies, Sénégal",""
"1765216420-450","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-120-m-touba-oumoul-khoura-3304013","500 m2","1 000 000 CFA","Diourbel, Sénégal",""
"1765216423-451","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-thies-3304081","225","3 000 000 CFA","Thies, Sénégal",""
"1765216426-452","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-diass-3304458","225 m2","700 000 CFA","Ndiass, Sénégal",""
"1765216429-453","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-hlm-3304878","150","Prix sur demande","HLM, Dakar, Sénégal",""
"1765216432-454","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-thies-3305030","225","3 000 000 CFA","Thies, Sénégal",""
"1765216435-455","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-thies-3305091","225","550 000 CFA","Thies, Sénégal",""
"1765216438-456","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-thies-3306424","225 m2","750 000 CFA","Thies, Sénégal",""
"1765216441-457","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-216-m2-bambilor-3306519","216 m2","12 000 000 CFA","Rufisque, Sénégal",""
"1765216444-458","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-164-m2-rufisque-cite-mtoa-3306975","164 m2","24 000 000 CFA","Dakar, Sénégal",""
"1765216447-459","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-3600-m2-thies-3307020","3600","43 000 000 CFA","Thies, Sénégal",""
"1765216449-460","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-151-m2-dakar-3307034","151","9 000 000 CFA","Dakar, Sénégal",""
"1765216452-461","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-250-m2-tivaouane-3307440","250 m2","1 500 000 CFA","Thies, Sénégal",""
"1765216455-462","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-600-m-tivaoune-peulh-3307578","600 m2","28 000 000 CFA","Pikine, Sénégal",""
"1765216458-463","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1000-m-thies-3307653","1000 m2","115 000 000 CFA","Thies, Sénégal",""
"1765216460-464","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-rufisque-3307655","150","13 000 000 CFA","Rufisque, Sénégal",""
"1765216464-465","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-500-m2-mamelles-3308102","500","250 000 000 CFA","Mamelles, Dakar, Sénégal",""
"1765216467-466","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-329-m2-liberte-5-3308181","329","280 000 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1765216470-467","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-400-m2-diass-3308248","400","7 000 000 CFA","Ndiass, Sénégal",""
"1765216476-468","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-mbour-3308957","300","15 000 000 CFA","Mbour, Sénégal",""
"1765216479-469","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-thiaone-3308970","450 m2","3 000 000 CFA","Dakar, Sénégal",""
"1765216482-470","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-225m-thies-3259241","225","450 000 CFA","Thies, Sénégal",""
"1765216484-471","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-zac-mbao-3309193","150 m2","Prix sur demande","Yoff, Dakar, Sénégal",""
"1765216487-472","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-keur-massar-3309298","150","15 000 000 CFA","Keur Massar, Sénégal",""
"1765216490-473","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-600-m2-ngaparou-3309474","600 m2","25 000 000 CFA","Saly, Sénégal",""
"1765216493-474","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-sindia-3309640","300","3 000 000 CFA","Mbour, Sénégal",""
"1765216496-475","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-1674-m2-yoff-3309779","1674 m2","600 000 CFA","Sicap-Liberté, Dakar, Sénégal",""
"1765216499-476","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-dakar-3310760","","Prix sur demande","Dakar, Sénégal",""
"1765216502-477","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-yene-3310821","150","3 000 000 CFA","Toubab Dialao, Sénégal",""
"1765216505-478","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-leona-3311233","400 m2","2 000 000 CFA","Louga, Sénégal",""
"1765216510-479","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-rufisque-3311525","150","25 000 000 CFA","Rufisque, Sénégal",""
"1765216513-480","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-tivaoune-peul-3311754","150","7 000 000 CFA","Diamniadio, Sénégal",""
"1765216516-481","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-600-m-saly-3312068","600 m2","23 000 000 CFA","Mbour, Sénégal",""
"1765216520-482","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-guereo-3312086","300 m2","8 000 000 CFA","Mbour, Sénégal",""
"1765216523-483","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-170-m2-keur-massar-3312233","170 m2","17 000 000 CFA","Keur Massar, Sénégal",""
"1765216526-484","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-320-hectares-diasd-3-3312246","3200000 m2","20 000 CFA","Ndiass, Sénégal",""
"1765216530-485","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-291m-mariste-3313154","291","55 000 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1765216533-486","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-mariste-3313213","150","45 000 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1765216536-487","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-180-m-mariste-3313218","180","50 000 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1765216539-488","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-3400-m2-hann-bel-air-3313227","3400","35 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1765216542-489","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-930m-dakar-3313240","930 m2","930 000 000 CFA","Dakar, Sénégal",""
"1765216545-490","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-sindia-3314064","300","3 000 000 CFA","Mbour, Sénégal",""
"1765216548-491","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-ouest-foire-djily-mbaye-3314157","","45 000 000 CFA","Dakar, Sénégal",""
"1765216551-492","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-1000-m2-thies-3314448","1000","100 000 000 CFA","Thies, Sénégal",""
"1765216555-493","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-guereo-3314758","300","8 000 000 CFA","Mbour, Sénégal",""
"1765216557-494","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-700-m-ndiol-3315253","700 m2","80 000 000 CFA","Saly, Sénégal",""
"1765216560-495","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-thies-3315418","225","2 500 000 CFA","Thies, Sénégal",""
"1765216570-496","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrain-cite-apix-3315757","180 m2","35 000 000 CFA","Pikine, Sénégal",""
"1765216573-497","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-keur-massamba-gueye-3315943","300 m2","8 000 000 CFA","Thies, Sénégal",""
"1765216576-498","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-keur-massar-3316328","150 m2","9 000 000 CFA","Keur Massar, Sénégal",""
"1765216579-499","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-cite-comico-yeumbeul-3316662","150 m2","Prix sur demande","Dakar, Sénégal",""
"1765216582-500","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-village-de-dobour-3316807","250 m2","2 000 000 CFA","Ndiass, Sénégal",""
"1765216585-501","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-yene-3317269","300 m2","3 000 000 CFA","Toubab Dialao, Sénégal",""
"1765216587-502","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-rufisque-3317556","150","Prix sur demande","Rufisque, Sénégal",""
"1765216590-503","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-700-m-almadies-virage-3318036","700","350 000 000 CFA","Almadies, Dakar, Sénégal",""
"1765216594-504","https://sn.coinafrique.com/categorie/terrains?page=98","https://sn.coinafrique.com/annonce/terrains/vente-terrain-yenne-toda-2-3318421","150 m2","1 200 000 CFA","Toubab Dialao, Sénégal",""
"1765216599-505","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-lac-rose-deni-biram-ndao-3344943"
"1765216599-506","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-sicap-keur-massar-3343179"
"1765216599-507","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m-dakar-3343101"
"1765216599-508","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-mbour-3343100"
"1765216599-509","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-thies-3342314"
"1765216599-510","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-thies-3342174"
"1765216599-511","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-ouest-foire-3341988"
"1765216599-512","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-229-m-cite-safco-3341652"
"1765216599-513","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-160-m-rufisque-3341527"
"1765216599-514","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-rfisque-3341372"
"1765216599-515","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-289-m-keur-massar-3340632"
"1765216599-516","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-3340246"
"1765216599-517","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-sangalkam-3340145"
"1765216599-518","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-217-m2-mermoz-sacre-coeur-3290315"
"1765216599-519","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-dakar-3338701"
"1765216599-520","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-mbour-3338474"
"1765216599-521","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-mbour-3338461"
"1765216599-522","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrain-ouakam-3338255"
"1765216599-523","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrain-200-m2-sicap-foire-3338090"
"1765216599-524","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-yene-3337029"
"1765216599-525","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-170-m2-cite-doudou-basse-3336810"
"1765216599-526","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-100-ha-diamniadio-3336786"
"1765216599-527","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-guediawaye-3336554"
"1765216599-528","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrain-diamniadio-3282920"
"1765216599-529","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-400-m2-diass-3336138"
"1765216599-530","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-dakar-3336019"
"1765216599-531","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-600-m2-ngaparou-3335411"
"1765216599-532","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-dakar-3335125"
"1765216599-533","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrain-mbour-3335007"
"1765216599-534","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-rufisque-3334579"
"1765216599-535","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-guedawaye-3334514"
"1765216599-536","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrain-175-m2-ngor-almadies-3334187"
"1765216599-537","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-keur-massar-3334156"
"1765216599-538","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-keur-massar-3333351"
"1765216599-539","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-rufisque-3333208"
"1765216599-540","https://sn.coinafrique.com/categorie/terrains?page=97","","","","","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-sangalkam-3333040"
